chord_1,chord_2,chord_3,chord_4
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,V,IV<sup>7</sup>
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,I,I<sup>4</sup><sub>2</sub>
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,i<sup>7</sup>,vi<sup>??</sup><sup>7</sup>
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,II<sup>6</sup><sub>5</sub>,II<sup>4</sup><sub>2</sub>
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,v<sup>7</sup>,ii<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,iv<sup>7</sup>,I<sup>6</sup>
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,V/V,iii
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,vi,ii<sup>7</sup>
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,vi<sup>6</sup>,IV<sup>7</sup>
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>5</sub>,I<sup>6</sup>
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,iii<sup>6</sup>,vi
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,V<sup>4</sup><sub>2</sub>,I
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,vii°/V,IV
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,V<sup>6</sup>/V,ii<sup>6</sup>
vi<sup>7</sup>,I<sup>6</sup><sub>4</sub>,V<sup>7</sup>,vi<sup>7</sup>
vi<sup>7</sup>,ii,V,I
vi<sup>7</sup>,ii,V,IV<sup>7</sup>
vi<sup>7</sup>,ii,V,iii<sup>7</sup>
vi<sup>7</sup>,ii,V,IV
vi<sup>7</sup>,ii,V,iii
vi<sup>7</sup>,ii,V,♭VI
vi<sup>7</sup>,ii,vi,I<sup>7</sup>
vi<sup>7</sup>,ii,vi,vi<sup>7</sup>
vi<sup>7</sup>,ii,vi,♭VII
vi<sup>7</sup>,ii,vi,V<sup>7</sup>/vi
vi<sup>7</sup>,ii,IV,V
vi<sup>7</sup>,ii,IV,I
vi<sup>7</sup>,ii,I<sup>6</sup>,vi<sup>7</sup>
vi<sup>7</sup>,ii,I<sup>6</sup>,ii<sup>6</sup>
vi<sup>7</sup>,ii,I<sup>6</sup>,IV
vi<sup>7</sup>,ii,V<sup>7</sup>,ii
vi<sup>7</sup>,ii,V<sup>7</sup>,I
vi<sup>7</sup>,ii,IV<sup>7</sup>,V<sup>7</sup>/vi
vi<sup>7</sup>,ii,IV<sup>7</sup>,V
vi<sup>7</sup>,ii,I,V<sup>6</sup>
vi<sup>7</sup>,ii,iii<sup>7</sup>,I
vi<sup>7</sup>,ii,iii<sup>7</sup>,IV<sup>7</sup>
vi<sup>7</sup>,ii,I<sup>6</sup><sub>5</sub>,V<sup>6</sup>/vi
vi<sup>7</sup>,ii,I<sup>6</sup><sub>5</sub>,♭VII
vi<sup>7</sup>,ii,iii,IV
vi<sup>7</sup>,ii,iii,♭VII
vi<sup>7</sup>,ii,vi<sup>7</sup>,ii
vi<sup>7</sup>,ii,ii<sup>7</sup>,vi<sup>7</sup>
vi<sup>7</sup>,ii,ii<sup>7</sup>,IV<sup>7</sup>
vi<sup>7</sup>,ii,IVb7,V/vi
vi<sup>7</sup>,ii,V<sup>4</sup><sub>3</sub>,ii<sup>7</sup>
vi<sup>7</sup>,ii,I<sup>7</sup>,vi<sup>7</sup>
vi<sup>7</sup>,ii,IV<sup>6</sup><sub>4</sub>,V
vi<sup>7</sup>,ii,♭VII<sup>6</sup>,vii°<sup>6</sup>
vi<sup>7</sup>,ii,vi,I
vi<sup>7</sup>,ii,V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>
vi<sup>7</sup>,ii,V<sup>7</sup>/vi,V<sup>6</sup><sub>5</sub>/vi
vi<sup>7</sup>,ii,V<sup>7</sup>/iii,V/vi
vi<sup>7</sup>,iii,vi<sup>7</sup>,iii
vi<sup>7</sup>,iii,vi<sup>7</sup>,♭VI
vi<sup>7</sup>,iii,vi<sup>7</sup>,vi<sup>4</sup><sub>3</sub>
vi<sup>7</sup>,iii,vi<sup>7</sup>,IV<sup>7</sup>
vi<sup>7</sup>,iii,IV,V
vi<sup>7</sup>,iii,IV,ii<sup>7</sup>
vi<sup>7</sup>,iii,IV,V<sup>7</sup>
vi<sup>7</sup>,iii,IV,I
vi<sup>7</sup>,iii,IV,ii
vi<sup>7</sup>,iii,V,v<sup>7</sup>
vi<sup>7</sup>,iii,V,IV
vi<sup>7</sup>,iii,I,iii<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,iii,I,vi<sup>7</sup>
vi<sup>7</sup>,iii,I,V/V
vi<sup>7</sup>,iii,vi,iii
vi<sup>7</sup>,iii,vi,IV<sup>7</sup>
vi<sup>7</sup>,iii,ii<sup>7</sup>,V<sup>7</sup>
vi<sup>7</sup>,iii,ii<sup>7</sup>,IV<sup>7</sup>
vi<sup>7</sup>,iii,v<sup>7</sup>,I
vi<sup>7</sup>,iii,IV<sup>7</sup>,V
vi<sup>7</sup>,iii,♭VII,♭VIIb7
vi<sup>7</sup>,iii,V/V,iii
vi<sup>7</sup>,iii,ii,I
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,IV,ii<sup>7</sup>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,IV,IV<sup>7</sup>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,IV,I
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,IV,♭VI
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,IV,iii
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,IV,♭VIIb7
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,vi<sup>7</sup>,IV<sup>7</sup>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,IV<sup>7</sup>,iii<sup>7</sup>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,IV<sup>7</sup>,IV
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,IV<sup>7</sup>,ii<sup>7</sup>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,IV<sup>7</sup>,♭VII<sup>7</sup>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,IV<sup>7</sup>,vii°/ii
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,vi<sup>6</sup><sub>4</sub>,vii<sup>??</sup><sup>7</sup>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,vi<sup>6</sup><sub>4</sub>,V<sup>4</sup><sub>2</sub>/vii
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,II<sup>6</sup><sub>5</sub>,ii<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,iii<sup>7</sup>,I<sup>7</sup>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,iii<sup>7</sup>,I<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,ii<sup>7</sup>,V<sup>7</sup>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,V<sup>7</sup>,vi<sup>7</sup>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,ii<sup>6</sup><sub>5</sub>,ii<sup>4</sup><sub>3</sub>
vi<sup>7</sup>,vi<sup>4</sup><sub>2</sub>,vi,V
vi<sup>7</sup>,I<sup>7</sup>,ii<sup>7</sup>,V<sup>7</sup>
vi<sup>7</sup>,I<sup>7</sup>,ii<sup>7</sup>,IV<sup>7</sup>
vi<sup>7</sup>,I<sup>7</sup>,ii<sup>7</sup>,V
vi<sup>7</sup>,I<sup>7</sup>,ii<sup>7</sup>,IV
vi<sup>7</sup>,I<sup>7</sup>,IV<sup>7</sup>,ii<sup>7</sup>
vi<sup>7</sup>,I<sup>7</sup>,IV<sup>7</sup>,V
vi<sup>7</sup>,I<sup>7</sup>,IV<sup>7</sup>,ii
vi<sup>7</sup>,I<sup>7</sup>,iii<sup>7</sup>,iii
vi<sup>7</sup>,I<sup>7</sup>,iii<sup>7</sup>,vi<sup>7</sup>
vi<sup>7</sup>,I<sup>7</sup>,iii<sup>7</sup>,IV
vi<sup>7</sup>,I<sup>7</sup>,V/V,vi<sup>7</sup>
vi<sup>7</sup>,I<sup>7</sup>,vi<sup>7</sup>,ii<sup>7</sup>
vi<sup>7</sup>,I<sup>7</sup>,vi<sup>7</sup>,I<sup>7</sup>
vi<sup>7</sup>,I<sup>7</sup>,V<sup>6</sup><sub>4</sub>,IV
vi<sup>7</sup>,I<sup>7</sup>,IV,I<sup>6</sup>
vi<sup>7</sup>,I<sup>7</sup>,I<sup>4</sup><sub>3</sub>,ii<sup>7</sup>
vi<sup>7</sup>,I<sup>7</sup>,V,IV
vi<sup>7</sup>,I<sup>7</sup>,vii<sup>7</sup>,♭VII<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>/V,V<sup>7</sup>,I<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>/V,V<sup>7</sup>,I
vi<sup>7</sup>,V<sup>7</sup>/V,V<sup>7</sup>,V
vi<sup>7</sup>,V<sup>7</sup>/V,V#7,iii<sup>4</sup><sub>2</sub>
vi<sup>7</sup>,V<sup>7</sup>/V,ii<sup>7</sup>,V<sup>7</sup>/vi
vi<sup>7</sup>,V<sup>7</sup>/V,ii<sup>7</sup>,I
vi<sup>7</sup>,V<sup>7</sup>/V,I<sup>6</sup><sub>4</sub>,i°<sup>6</sup><sub>4</sub>
vi<sup>7</sup>,V<sup>7</sup>/V,V,v°
vi<sup>7</sup>,V<sup>7</sup>/V,iii<sup>7</sup>,i<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>/V,iii<sup>7</sup>,vii°/vi
vi<sup>7</sup>,V<sup>7</sup>/V,IV<sup>7</sup>,V<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>/V,vi<sup>7</sup>,V<sup>7</sup>/V
vi<sup>7</sup>,V<sup>7</sup>/V,♭VI,I
vi<sup>7</sup>,V<sup>7</sup>/V,v<sup>7</sup>,V<sup>7</sup>/IV
vi<sup>7</sup>,V<sup>7</sup>/V,V<sup>4</sup><sub>3</sub>/V,ii<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>/V,♭VIIb7,I
vi<sup>7</sup>,V<sup>6</sup>,I,IV
vi<sup>7</sup>,V<sup>6</sup>,I,iii<sup>7</sup>
vi<sup>7</sup>,V<sup>6</sup>,I,vi
vi<sup>7</sup>,V<sup>6</sup>,I,iv<sup>7</sup>
vi<sup>7</sup>,V<sup>6</sup>,I,V<sup>6</sup>
vi<sup>7</sup>,V<sup>6</sup>,I,ii<sup>7</sup>
vi<sup>7</sup>,V<sup>6</sup>,I,vi<sup>7</sup>
vi<sup>7</sup>,V<sup>6</sup>,I,♭III
vi<sup>7</sup>,V<sup>6</sup>,I,V<sup>4</sup><sub>3</sub>
vi<sup>7</sup>,V<sup>6</sup>,I,iii
vi<sup>7</sup>,V<sup>6</sup>,I,IV<sup>6</sup><sub>4</sub>
vi<sup>7</sup>,V<sup>6</sup>,I,V
vi<sup>7</sup>,V<sup>6</sup>,I,I<sup>6</sup>
vi<sup>7</sup>,V<sup>6</sup>,I,IV<sup>7</sup>
vi<sup>7</sup>,V<sup>6</sup>,V,vi
vi<sup>7</sup>,V<sup>6</sup>,V,I
vi<sup>7</sup>,V<sup>6</sup>,vi,V<sup>6</sup>/vi
vi<sup>7</sup>,V<sup>6</sup>,IV<sup>6</sup>,IV
vi<sup>7</sup>,V<sup>6</sup>,V<sup>6</sup>/ii,ii<sup>7</sup>
vi<sup>7</sup>,V<sup>6</sup>,vi<sup>7</sup>,V
vi<sup>7</sup>,I<sup>6</sup>,IV<sup>7</sup>,I<sup>6</sup><sub>4</sub>
vi<sup>7</sup>,I<sup>6</sup>,IV<sup>7</sup>,V<sup>6</sup>/vi
vi<sup>7</sup>,I<sup>6</sup>,IV<sup>7</sup>,V
vi<sup>7</sup>,I<sup>6</sup>,IV,V
vi<sup>7</sup>,I<sup>6</sup>,I<sup>6</sup><sub>4</sub>,iii
vi<sup>7</sup>,I<sup>6</sup>,I<sup>6</sup><sub>4</sub>,I<sup>6</sup>
vi<sup>7</sup>,I<sup>6</sup>,V<sup>7</sup>/V,IV
vi<sup>7</sup>,I<sup>6</sup>,II<sup>7</sup>,I
vi<sup>7</sup>,I<sup>6</sup>,ii<sup>7</sup>,I<sup>7</sup>
vi<sup>7</sup>,I<sup>6</sup>,ii<sup>7</sup>,IV<sup>4</sup><sub>3</sub>
vi<sup>7</sup>,I<sup>6</sup>,II<sup>6</sup><sub>5</sub>,IV
vi<sup>7</sup>,V<sup>7</sup>,ii<sup>7</sup>,I
vi<sup>7</sup>,V<sup>7</sup>,ii<sup>7</sup>,iii
vi<sup>7</sup>,V<sup>7</sup>,ii<sup>7</sup>,vi<sup>6</sup>
vi<sup>7</sup>,V<sup>7</sup>,I,ii<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>,I,iii<sup>6</sup><sub>4</sub>
vi<sup>7</sup>,V<sup>7</sup>,I,IV<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>,I<sup>6</sup>,iv
vi<sup>7</sup>,V<sup>7</sup>,I<sup>6</sup>,vi<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>,vi<sup>7</sup>,V<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>,I<sup>7</sup>,V<sup>7</sup>/vi
vi<sup>7</sup>,V<sup>7</sup>,vii<sup>??</sup><sup>7</sup>/V,IV<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>,V,iii<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,V<sup>7</sup>,IV<sup>7</sup>,ii
vi<sup>7</sup>,V<sup>7</sup>,IVb7,I
vi<sup>7</sup>,V<sup>7</sup>,Ib7,II<sup>7</sup>
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,IV<sup>7</sup>,ii<sup>7</sup>
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,IV<sup>7</sup>,vi<sup>7</sup>
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,IV<sup>7</sup>,I<sup>6</sup>
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,IV<sup>7</sup>,iii<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,ii<sup>7</sup>,vi<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,ii<sup>7</sup>,I<sup>6</sup>
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,IV,I
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,IV,V
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,vi<sup>7</sup>,IV<sup>7</sup>
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,v<sup>7</sup>,IV<sup>7</sup>
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,V,iii<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,ii<sup>6</sup><sub>5</sub>,IV
vi<sup>7</sup>,iii<sup>6</sup><sub>5</sub>,vi,vi<sup>6</sup><sub>4</sub>
vi<sup>7</sup>,V/V,vi,I<sup>7</sup>
vi<sup>7</sup>,V/V,vi,vi<sup>7</sup>
vi<sup>7</sup>,V/V,vi,IV
vi<sup>7</sup>,V/V,V,♭VII
vi<sup>7</sup>,V/V,V,V/ii
vi<sup>7</sup>,V/V,V,IV/iii
vi<sup>7</sup>,V/V,I,♭VII
vi<sup>7</sup>,V/V,I,IV
vi<sup>7</sup>,V/V,ii,vi
vi<sup>7</sup>,V/V,ii,V/vi
vi<sup>7</sup>,V/V,IV,I
vi<sup>7</sup>,V/V,IV,V
vi<sup>7</sup>,V/V,ii<sup>7</sup>,vi<sup>7</sup>
vi<sup>7</sup>,V/V,vi<sup>7</sup>,I
vi<sup>7</sup>,V/V,vi<sup>7</sup>,II<sup>7</sup>
vi<sup>7</sup>,V/V,V<sup>7</sup>,I
vi<sup>7</sup>,V/V,i,v
vi<sup>7</sup>,V/V,V<sup>7</sup>/IV,I
vi<sup>7</sup>,v<sup>7</sup>,V<sup>7</sup>/IV,IV<sup>7</sup>
vi<sup>7</sup>,v<sup>7</sup>,V<sup>7</sup>/IV,IV
vi<sup>7</sup>,v<sup>7</sup>,I,IV
vi<sup>7</sup>,v<sup>7</sup>,I,IV<sup>7</sup>
vi<sup>7</sup>,v<sup>7</sup>,I,vii°/V
vi<sup>7</sup>,v<sup>7</sup>,ii,iii<sup>4</sup><sub>2</sub>
vi<sup>7</sup>,v<sup>7</sup>,ii<sup>7</sup>,vi<sup>7</sup>
vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>,ii<sup>6</sup><sub>5</sub>,vi<sup>4</sup><sub>3</sub>
vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>,V<sup>6</sup><sub>5</sub>/ii,ii<sup>7</sup>
vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>,IVb7,♭VII<sup>7</sup>
vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>,IVb7,v<sup>7</sup>
vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>,vi<sup>7</sup>,ii<sup>7</sup>
vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>,vi<sup>7</sup>,vi
vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>,IV<sup>7</sup>,V<sup>4</sup><sub>2</sub>
vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>,iii<sup>7</sup>,IV<sup>7</sup>
vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>,iii<sup>6</sup>,IV
vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>,ii<sup>7</sup>,iii<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,vi<sup>6</sup><sub>5</sub>,vi,iii<sup>6</sup>
vi<sup>7</sup>,IV<sup>6</sup>,vi,vi<sup>7</sup>
vi<sup>7</sup>,IV<sup>6</sup>,vi,IV<sup>6</sup>
vi<sup>7</sup>,IV<sup>6</sup>,vi,ii
vi<sup>7</sup>,IV<sup>6</sup>,I,V
vi<sup>7</sup>,IV<sup>6</sup>,I,V<sup>6</sup><sub>4</sub>
vi<sup>7</sup>,IV<sup>6</sup>,vi<sup>7</sup>,vi
vi<sup>7</sup>,IV<sup>6</sup>,vi<sup>7</sup>,ii
vi<sup>7</sup>,IV<sup>6</sup>,IV,V
vi<sup>7</sup>,IV<sup>6</sup>,II<sup>6</sup><sub>4</sub>,vi<sup>7</sup>
vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>,I,iii<sup>7</sup>
vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>,I,I<sup>4</sup><sub>2</sub>
vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>,vi<sup>6</sup><sub>5</sub>,ii<sup>7</sup>
vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>,vi<sup>6</sup><sub>5</sub>,I<sup>6</sup><sub>4</sub>
vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>,I<sup>7</sup>,ii<sup>7</sup>
vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>,I<sup>7</sup>,IV<sup>7</sup>
vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>,ii<sup>7</sup>,vi<sup>4</sup><sub>3</sub>
vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>,vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>
vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>,IV,V
vi<sup>7</sup>,I<sup>4</sup><sub>2</sub>,I<sup>4</sup><sub>3</sub>,V<sup>6</sup><sub>4</sub>
vi<sup>7</sup>,iii<sup>6</sup>,V,v<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,iii<sup>6</sup>,V,IV
vi<sup>7</sup>,iii<sup>6</sup>,IV,vii<sup>7</sup>
vi<sup>7</sup>,iii<sup>6</sup>,IV,vi<sup>7</sup>
vi<sup>7</sup>,iii<sup>6</sup>,IV<sup>7</sup>,V
vi<sup>7</sup>,iii<sup>6</sup>,IV<sup>7</sup>,iii<sup>7</sup>
vi<sup>7</sup>,iii<sup>6</sup>,V<sup>6</sup><sub>5</sub>/vi,IV
vi<sup>7</sup>,iii<sup>6</sup>,ii<sup>6</sup><sub>5</sub>,iii<sup>6</sup>
vi<sup>7</sup>,iii<sup>6</sup>,I,iii<sup>6</sup><sub>4</sub>
vi<sup>7</sup>,iii<sup>6</sup>,iii<sup>4</sup><sub>2</sub>,ii<sup>4</sup><sub>2</sub>
vi<sup>7</sup>,iii<sup>6</sup>,ii<sup>6</sup>,iii<sup>6</sup>
vi<sup>7</sup>,v<sup>7</sup>,I,IV<sup>7</sup>
vi<sup>7</sup>,v<sup>7</sup>,I,ii<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,v<sup>7</sup>,V<sup>7</sup>/IV,IV<sup>7</sup>
vi<sup>7</sup>,v<sup>7</sup>,IV<sup>7</sup>,iii<sup>7</sup>
vi<sup>7</sup>,v<sup>7</sup>,vi<sup>7</sup>,v<sup>7</sup>
vi<sup>7</sup>,II<sup>7</sup>,V<sup>7</sup>,vi<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,II<sup>7</sup>,V<sup>7</sup>,vi<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,II<sup>7</sup>,ii<sup>7</sup>,V<sup>7</sup>
vi<sup>7</sup>,II<sup>7</sup>,ii<sup>7</sup>,iii<sup>7</sup>
vi<sup>7</sup>,II<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,vii°/vi
vi<sup>7</sup>,II<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,vi<sup>6</sup><sub>4</sub>
vi<sup>7</sup>,II<sup>7</sup>,vi,ii<sup>4</sup><sub>3</sub>
vi<sup>7</sup>,II<sup>7</sup>,IV<sup>7</sup>,♭VII<sup>7</sup>
vi<sup>7</sup>,II<sup>7</sup>,vii<sup>7</sup>,V/vi
vi<sup>7</sup>,II<sup>7</sup>,vi<sup>7</sup>,II<sup>7</sup>
vi<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,I,vi<sup>7</sup>
vi<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,V,I
vi<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,V,V<sup>7</sup>
vi<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,♭VII,V<sup>6</sup><sub>4</sub>/vi
vi<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,iii<sup>7</sup>,vi<sup>7</sup>
vi<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,IV<sup>7</sup>,iii<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,ii<sup>6</sup><sub>5</sub>,iii<sup>6</sup><sub>5</sub>,IV<sup>7</sup>
vi<sup>7</sup>,I<sup>4</sup><sub>3</sub>,I,I<sup>6</sup><sub>5</sub>
vi<sup>7</sup>,I<sup>4</sup><sub>3</sub>,IV<sup>7</sup>,vi<sup>7</sup>
vi<sup>7</sup>,I<sup>4</sup><sub>3</sub>,IV<sup>7</sup>,iii<sup>7</sup>
vi<sup>7</sup>,I<sup>4</sup><sub>3</sub>,I<sup>6</sup><sub>5</sub>,vi
vi<sup>7</sup>,I<sup>4</sup><sub>3</sub>,ii<sup>6</sup><sub>5</sub>,vi<sup>7</sup>
vi<sup>7</sup>,I<sup>4</sup><sub>3</sub>,IV<sup>6</sup><sub>4</sub>,ii<sup>7</sup>
vi<sup>7</sup>,I<sup>4</sup><sub>3</sub>,ii<sup>7</sup>,vi<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>/vi,vi<sup>7</sup>,ii<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>/vi,vi<sup>7</sup>,V<sup>7</sup>/vi
vi<sup>7</sup>,V<sup>7</sup>/vi,v<sup>7</sup>,ii<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>/vi,V<sup>7</sup>/V,V<sup>7</sup>
vi<sup>7</sup>,V<sup>7</sup>/vi,V/vi,ii<sup>7</sup>
vi<sup>7</sup>,ii<sup>6</sup>,vi<sup>7</sup>,ii<sup>6</sup>
vi<sup>7</sup>,ii<sup>6</sup>,IV,I
vi<sup>7</sup>,ii<sup>6</sup>,vi,V
vi<sup>7</sup>,ii<sup>6</sup>,ii<sup>4</sup><sub>3</sub>,ii<sup>6</sup>
vi<sup>7</sup>,ii<sup>6</sup>,iii<sup>6</sup>,V<sup>7</sup>
vi<sup>7</sup>,ii<sup>6</sup>,iv<sup>6</sup>,I
I<sup>6</sup>,IV,V,vi
I<sup>6</sup>,IV,V,I
I<sup>6</sup>,IV,V,I<sup>6</sup>
I<sup>6</sup>,IV,V,IV
I<sup>6</sup>,IV,V,iii
I<sup>6</sup>,IV,V,ii
I<sup>6</sup>,IV,V,vi<sup>7</sup>
I<sup>6</sup>,IV,V,ii<sup>7</sup>
I<sup>6</sup>,IV,V,IV<sup>6</sup>
I<sup>6</sup>,IV,V,V<sup>6</sup>
I<sup>6</sup>,IV,V,V/vi
I<sup>6</sup>,IV,V,♭VII
I<sup>6</sup>,IV,V,iv
I<sup>6</sup>,IV,V,vii°/vi
I<sup>6</sup>,IV,V,ii<sup>6</sup><sub>4</sub>
I<sup>6</sup>,IV,V,V<sup>7</sup>
I<sup>6</sup>,IV,V,II<sup>6</sup><sub>5</sub>
I<sup>6</sup>,IV,V,V<sup>4</sup><sub>2</sub>
I<sup>6</sup>,IV,I<sup>6</sup>,IV
I<sup>6</sup>,IV,I<sup>6</sup>,ii<sup>7</sup>
I<sup>6</sup>,IV,I<sup>6</sup>,ii
I<sup>6</sup>,IV,I<sup>6</sup>,I
I<sup>6</sup>,IV,I<sup>6</sup>,V
I<sup>6</sup>,IV,I<sup>6</sup>,i<sup>6</sup>
I<sup>6</sup>,IV,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>
I<sup>6</sup>,IV,I<sup>6</sup>,i°<sup>6</sup>
I<sup>6</sup>,IV,I<sup>6</sup>,vi
I<sup>6</sup>,IV,I<sup>6</sup>,♭VII
I<sup>6</sup>,IV,I<sup>6</sup>,i<sup>6</sup><sub>5</sub>
I<sup>6</sup>,IV,I<sup>6</sup>,ii<sup>4</sup><sub>2</sub>
I<sup>6</sup>,IV,I<sup>6</sup>,V<sup>7</sup>
I<sup>6</sup>,IV,I<sup>6</sup>,vii°/iii
I<sup>6</sup>,IV,I<sup>6</sup>,V<sup>6</sup>
I<sup>6</sup>,IV,I,V
I<sup>6</sup>,IV,I,IV
I<sup>6</sup>,IV,I,I<sup>6</sup>
I<sup>6</sup>,IV,I,ii
I<sup>6</sup>,IV,I,ii<sup>7</sup>
I<sup>6</sup>,IV,I,vi
I<sup>6</sup>,IV,I,V<sup>6</sup><sub>4</sub>
I<sup>6</sup>,IV,I,V<sup>6</sup>
I<sup>6</sup>,IV,I,i<sup>6</sup>
I<sup>6</sup>,IV,I,ii<sup>6</sup><sub>5</sub>
I<sup>6</sup>,IV,I,V/vi
I<sup>6</sup>,IV,vi,V
I<sup>6</sup>,IV,vi,IV
I<sup>6</sup>,IV,vi,V<sup>6</sup>
